"Department","Course Code","Title","Credits","Description"
"Computer Science and Engineering (CSE)","CSE 544","Principles of Database Systems","4","CSE 544 Principles of Database Systems (4)Data models and query languages (SQL, datalog, OQL). Relational databases, enforcement of integrity constraints. Object-oriented databases and object-relational databases. Principles of data storage and indexing. Query-execution methods and query optimization algorithms. Static analysis of queries and rewriting of queries using views. Data integration. Data mining. Principles of transaction processing."
"Computer Science and Engineering (CSE)","CSE 546","Machine Learning","4","CSE 546 Machine Learning (4)Explores methods for designing systems that learn from data and improve with experience. Supervised learning and predictive modeling; decision trees, rule induction, nearest neighbors, Bayesian methods, neural networks, support vector machines, and model ensembles. Unsupervised learning and clustering. Prerequisite: either CSE 312, STAT 341, STAT 391 or equivalent."
"Computer Science and Engineering (CSE)","CSE 547","Machine Learning for Big Data","4","CSE 547 Machine Learning for Big Data (4)Covers machine learning and statistical techniques for analyzing datasets of massive size and dimensionality. Representations include regularized linear models, graphical models, matrix factorization, sparsity, clustering, and latent factor models. Algorithms include sketching, random projections, hashing, fast nearest-neighbors, large-scale online learning, and parallel learning (Map-Reduce, GraphLab). Prerequisite: either STAT 535 or CSE 546. Offered: jointly with STAT 548; W."
"Computer Science and Engineering (CSE)","CSE 548","Computer Systems Architecture","4","CSE 548 Computer Systems Architecture (4)Notations for computer systems. Processor design (single chip, look-ahead, pipelined, data flow). Memory hierarchy organization and management (virtual memory and caches). Microprogramming. I/O processing. Multiprocessors (SIMD and MIMD). Course overlaps with: TECE 510. Prerequisite: CSE 451. Offered: jointly with E E 544."
"Computer Science and Engineering (CSE)","CSE 549","High-Performance Computer Architectures","4","CSE 549 High-Performance Computer Architectures (4)Algorithm design, software techniques, computer organizations for high-performance computing systems. Selected topics from: VLSI complexity for parallel algorithms, compiling techniques for parallel and vector machines, large MIMD machines, interconnection networks, reconfigurable systems, memory hierarchies in multiprocessors, algorithmically specialized processors, data flow architectures. Course overlaps with: TECE 510. Prerequisite: CSE 548/E E 544. Offered: jointly with E E 545."
"Computer Science and Engineering (CSE)","CSE 550","Computer Systems","4","CSE 550 Computer Systems (4)Explores computer system design, implementation, and evaluation. Covers principles, techniques, and examples related to the construction of computer systems, including concepts that span network systems, operating systems, web servers, parallel computing, and databases. Prerequisite: CSE 451."
"Computer Science and Engineering (CSE)","CSE 551","Operating Systems","4","CSE 551 Operating Systems (4)Operating system design and construction techniques. Concurrent programming, operating system kernels, correctness, deadlock, protection, transaction processing, design methodologies, comparative structure of different kinds of operating systems, and other topics. Prerequisite: CSE 451."
"Computer Science and Engineering (CSE)","CSE 552","Distributed and Parallel Systems","4","CSE 552 Distributed and Parallel Systems (4)Principles, techniques, and examples related to the design, implementation, and analysis of distributed and parallel computer systems. Course overlaps with: TECE 514. Prerequisite: CSE 551."
"Computer Science and Engineering (CSE)","CSE 553","Real-Time Systems","4","CSE 553 Real-Time Systems (4)Design and construction of software for real-time computer systems. Software architectures. Requirements and specification methods. Scheduling algorithms and timing analysis. Real-time operating systems. Real-time programming languages. Selected case studies. Prerequisite: CSE 451."
"Computer Science and Engineering (CSE)","CSE 554","Systems for Machine Learning","4","CSE 554 Systems for Machine Learning (4)Covers the design and implementation of systems that perform modern machine learning. Investigates languages, compilers, computer architectures, and distributed computing for machine-learning computations, including training and inference. Explores advanced system techniques to scale modern machine-learning models and optimize computation, memory, and communication. Recommended: machine learning from a course at the level of CSE 446; and systems from a course at the level of CSE 451 or CSE 452."
"Computer Science and Engineering (CSE)","CSE 556","Computational Fabrication","4","CSE 556 Computational Fabrication (4)Overview of the computational tools and concepts used throughout the modern pipeline for computational fabrication, including topics such as hardware abstraction languages, geometry processing fundamentals, physics-based simulation, optimization techniques, data-driven design methods, and algorithms for high-performance interactive applications."
"Computer Science and Engineering (CSE)","CSE 557","Computer Graphics","4","CSE 557 Computer Graphics (4)Introduction to image synthesis and computer modeling, emphasizing the underlying theory required for undertaking computer graphics research. Topics include color theory, image processing, affine and projective geometry, hidden-surface determination, photorealistic image synthesis, advanced curve and surface design, dynamics, realistic character animation. Prerequisite: solid knowledge of linear algebra."
"Computer Science and Engineering (CSE)","CSE 558","Special Topics in Computer Graphics","4","CSE 558 Special Topics in Computer Graphics (4)Advanced topics in computer graphics not treated in CSE 557. Topics vary from year to year but typically include advanced aspects of image synthesis, animation, and 3D photography. Prerequisite: CSE 557 or permission of instructor."
"Computer Science and Engineering (CSE)","CSE 561","Computer Communication and Networks","4","CSE 561 Computer Communication and Networks (4)Fundamentals of data transmission: coding, message formats, and protocols. Organization of computer networks. Examples of network implementations. Prerequisite: either CSE 451 or equivalent."
"Computer Science and Engineering (CSE)","CSE 562","Mobile Systems and Applications","4","CSE 562 Mobile Systems and Applications (4)Explores mobile system design, implementation, and evaluation. Covers concepts, techniques, and algorithms underlying mobile systems and sensing applications, including algorithms for localization and tracking applications as well as building low-power wireless networks. Recommended: familiarity with low-level systems programming; digital representation of data; and basic calculus and trigonometry."
