subject,code,credits,title,Description
LAND - Landscape Architecture,LAND 2210, 3 hours. 6 hours lab per week.,Design Communication I,Manual drafting and design drawing skills with an emphasis on the development of basic drafting convention and graphic presentation literacy.
LAND - Landscape Architecture,LAND 2220, 3 hours. 6 hours lab per week.,Design Communication II,"A continuation of Design Communication I, with emphasis on computerized drafting skills and basic understanding of computer- aided graphic presentation literacy."
LAND - Landscape Architecture,LAND 2310, 3 hours.,Introduction to Sustainability,"Introduction to the issues and practices related to sustaining functioning economic, social, cultural, and political systems as well as a supportive and healthy physical and biological environment."
LAND - Landscape Architecture,LAND 2310E, 3 hours.,Introduction to Sustainability,"Introduction to the issues and practices related to sustaining functioning economic, social, cultural, and political systems as well as a supportive and healthy physical and biological environment."
LAND - Landscape Architecture,LAND 2310L, 1 hour. 3 hours lab per week.,Introduction to Sustainability,"Lab designed to apply the concepts presented in Introduction to Sustainability. Methods include site observation and measurement, digital modeling, and in-person simulations. Introduction to the tools available to support sustainability planning, and preparation for students to make informed decisions that help to sustain functioning environmental, economic, and cultural systems."
LAND - Landscape Architecture,LAND 2320, 2 hours. 1 hours lecture and 2 hours lab per week.,Landscape Construction Processes and Materials,"The range of materials used in the built environment by landscape architects: metals, concrete masonry, glass, plastics, wood. Emphasis on understanding the properties of these materials and the implications for design."
LAND - Landscape Architecture,LAND 2330, 3 hours.,"Place, Society, and Design","An investigation of relationships between the physical environment, social structures, and the design, planning, and management of places. Topics include the influence of physical environment on human behavior and well-being, cultural meanings and place attachment, and how social forces (including design and planning) shape places."
LAND - Landscape Architecture,LAND 2510E, 3 hours.,History of the Built Environment I: Landscape,"Landscape architecture from ancient times to the present. Emphasizes the relationship between landscape architecture and culture, aesthetics, and the environment."
LAND - Landscape Architecture,LAND 2510, 3 hours.,History of the Built Environment I: Landscape,"Landscape architecture from ancient times to the present. Emphasizes the relationship between landscape architecture and culture, aesthetics, and the environment."
LAND - Landscape Architecture,LAND 2520, 3 hours.,History of the Built Environment II: Architecture,"Architecture from ancient times to the present. Emphasizes the relationship between architecture and culture, aesthetics, and the environment."
LAND - Landscape Architecture,LAND 2520E, 3 hours.,History of the Built Environment II: Architecture,"Architecture from ancient times to the present. Emphasizes the relationship between architecture and culture, aesthetics, and the environment."
LAND - Landscape Architecture,LAND 3030, 4 hours. 8 hours lab per week.,Landscape Architecture Design Studio III,"Analysis of plant elements and form. Emphasis on plant function in the landscape composition. Basic problems in planting design of small scale areas with emphasis on orientation, arrangement, and human needs. Course will include one project that involves inventory and analysis."
LAND - Landscape Architecture,LAND 3030S, 4 hours. 8 hours lab per week.,Landscape Architecture Design Studio III,"Analysis of plant elements and form. Emphasis on plant function in the landscape composition. Basic problems in planting design of small scale areas with emphasis on orientation, arrangement, and human needs. Course will include one project that involves inventory and analysis."
LAND - Landscape Architecture,LAND 3040S, 4 hours. 8 hours lab per week.,Landscape Architecture Design Studio IV,The design of housing and mixed-use projects which focus on the issues of community and privacy at a variety of scales from single family dwellings to new towns.
LAND - Landscape Architecture,LAND 3040, 4 hours. 8 hours lab per week.,Landscape Architecture Design Studio IV,The design of housing and mixed-use projects which focus on the issues of community and privacy at a variety of scales from single family dwellings to new towns.
LAND - Landscape Architecture,LAND 3330, 3 hours. 6 hours lab per week.,Landscape Engineering Processes and Materials,"The forming and building of landscapes with emphasis on the values of ""sustainability."" Includes introduction to landscape engineering: grading, drainage, and roadway alignment."
LAND - Landscape Architecture,LAND 3340, 2 hours. 1 hours lecture and 2 hours lab per week.,Applied Landscape Engineering,"Applied grading, drainage, and road alignment."
LAND - Landscape Architecture,LAND 3410, 3 hours. 6 hours lab per week.,Plants of the South,"Plant materials of the southern United States with an emphasis upon the ornamental attributes, cultural requirements and tolerances, historical origins, and ecological characteristics of plants used in landscape architecture. The course will cover both native and introduced species."
LAND - Landscape Architecture,LAND 3410S, 3 hours. 6 hours lab per week.,Plants of the South,"Plant materials of the southern United States with an emphasis upon the ornamental attributes, cultural requirements and tolerances, historical origins, and ecological characteristics of plants used in landscape architecture. The course will cover both native and introduced species."
LAND - Landscape Architecture,LAND 3430S, 3 hours. 1 hours lecture and 4 hours lab per week.,Edible Landscape Design,"The design and implementation of edible and educational landscapes where food production, soil health, water use, and human needs support each other. Students will work on a community project that emphasizes selecting plants for multiple functions: food production, soil health, comfort and beauty, and pest management."
LAND - Landscape Architecture,HORT(LAND) 3450, 3 hours. 2 hours lecture and 2 hours lab per week.,Residential Design,Use and selection of plants for environmental design.
LAND - Landscape Architecture,LAND 3530, 3 hours. 2 hours lecture and 2 hours lab per week.,"Planning, Design, and Analysis","Approaches to planning, design, and analysis techniques in landscape architecture. The relationship between applied theories and methods and the environmental, social, and cultural context of projects."
