"subject","level","description","course_code","course_name","credits"
"German","Undergraduate","Terms offered: Spring 2009, Spring 2007, Spring 2003The course will focus on examples of mystical thought from the traditions of Christian and Jewish mysticism since the Middle Ages. In addition to the introduction of the students to basic texts and concepts we will discuss the effects of mystical thought on art and literature from the Middle Ages up to today.","GERMAN C113","Western Mysticism: Religion, Art, and Literature","4 Units"
"German","Undergraduate","Terms offered: Spring 2025This course explores the profound impact of large language models (LLMs) on our understanding of language, meaning, and literary works. As AI systems like ChatGPT increasingly influence writing, translation, and communication, we will ask what becomes of language when it is computed by intelligent machines. Students will engage with philosophical theories of meaning, the intersection of AI with poetry and literature, and the ethical and technical challenges in the","GERMAN 114","Language after Language Models Meaning, Poetry, Translation in the Age of AI","4 Units"
"German","Undergraduate","Terms offered: Not yet offeredThis course examines how thinkers have grappled with these questions, from ancient debates on justice and political order to contemporary critiques of liberal democracy. As a “great books” course, this class involves the extensive but rewarding reading of foundational texts. These includes works by thinkers such as Plato, Rousseau, Kant, Mill, Foucault, and Shklar. We will trace key shifts in political thought, from classical ideals of governance to modern debates","GERMAN 115","Fundamental Texts: The State","4 Units"
"German","Undergraduate","Terms offered: Prior to 2007This undergraduate seminar offers an introduction to literary theory, mainly but not exclusively in the German tradition. We will examine a variety of theoretical approaches including reception theory, psychoanalysis, memory studies, trauma theory, feminist theory, queer theory, New Historicism, translation, and deconstruction; and with respect to drama, poetry and the novel. Formal analysis will be emphasized.","GERMAN 119","German Literary Theory","4 Units"
"German","Undergraduate","Terms offered: Fall 2015, Fall 2014, Spring 2012The social, political, and historical background to German literature since the French Revolution.","GERMAN 123","From 1800 to the Present","3 Units"
"German","Undergraduate","Terms offered: Fall 2023, Spring 2023, Fall 2021In the light of recent calls to “decolonize the university,” this course will stimulatestudents to question assumptions about collective identities by thinking comparativelyacross space and time, considering the role that migration has played in the culturalformation of societies. Enduring structures of racial hierarchy that underpin socialorganization and representation will be at the center of critical analysis. Focusing","GERMAN 130AC","Cultures of Migration","4 Units"
"German","Undergraduate","Terms offered: Spring 2023, Spring 2016, Spring 2015An introduction to Goethe's prose, drama, and poetry.","GERMAN 131","Goethe","4 Units"
"German","Undergraduate","Terms offered: Not yet offeredIn this course, we will survey some of the most important theoretical traditions and methods from the 19th to the 21st century. The course is organized around three conceptual clusters that will allow us to trace lines of influence across centuries and theoretical traditions: 1. Commodity, Consciousness, Affect examines some of the most influential critiques of capitalism, beginning with the notion of the “commodity” and ending with the idea of “the good life”;","GERMAN 133","Humanistic Inquiry: Theories and Methods","4 Units"
"German","Undergraduate","Terms offered: Fall 2019, Fall 2017, Fall 2009Literature, philosophy, and aesthetics of the Romantic period.","GERMAN 140","Romanticism","4 Units"
"German","Undergraduate","Terms offered: Fall 2010This course introduces students to the masterpieces of German drama and opera from the eighteenth to the twentieth century.","GERMAN 147","German Drama and Opera","4 Units"
"German","Undergraduate","Terms offered: Spring 2019, Fall 2016, Fall 2015Analysis of German narrative forms. Topic varies.","GERMAN 148","Topics in Narrative","4 Units"
"German","Undergraduate","Terms offered: Fall 2012, Fall 2008, Fall 2004Representative texts from 18th- to 21st-century German poetry will be studied closely. Methodological questions regarding the interpretation of poetry in general will also be discussed.","GERMAN 151","Eighteenth- to 21st-Century German Poetry","3 Units"
